,odom,height
0,0.0,0.23162626841849998
1,0.422467885332943,0.2512944891778812
2,0.8580336613331032,0.2696351582913803
3,1.3534026645326724,0.2888607447771461
4,1.816178408354606,0.30845254102807274
5,2.341163597775756,0.33091288410206654
6,2.8319576791944927,0.35575359716282406
7,3.3364864983493563,0.3830814380406897
8,3.9032158222765223,0.41282004156647645
9,4.432584376414407,0.43752325072760856
10,5.0255994770189725,0.4740671381440411
11,5.572364384865398,0.5171723285799614
12,6.130344375374313,0.5580344101253485
13,6.754798709021716,0.5999644378059734
14,7.338558356233443,0.6399108425845064
15,7.993297298314781,0.683641229835914
16,8.602058494162733,0.7205662312871928
17,9.224568973779114,0.7548513732121831
18,9.926841700146838,0.8027928894006464
19,10.575398929151032,0.85003255564654
20,11.30464362770039,0.916620101645824
21,11.976704697956748,0.9852218793485701
22,12.661403388286388,1.0630856436377438
23,13.426947110986234,1.154865125448608
24,14.136859319161964,1.2435776661513116
25,14.929366462637853,1.3489372204911478
26,15.661378367938005,1.451992794286697
27,16.40242483728454,1.55631473918491
28,17.227757153516144,1.6713327252657482
29,18.224530088042386,1.814212552644872
30,18.847351858320483,1.9086011823360698
31,19.63137931499556,2.0214828009995296
32,20.424310491471083,2.133677652349962
33,21.303426532357268,2.247642076806987
34,22.112917862753815,2.3493996412022353
35,23.012813410609255,2.459198104593021
36,23.841923543418947,2.5616878048428946
37,24.68044859473251,2.6639789937617815
38,25.61518334847595,2.7767219016012628
39,26.47603394924195,2.877196969087475
40,27.4344577516946,2.9867809425977594
41,28.316924895974353,3.0813047386990338
42,29.210134734027303,3.1706556299595072
43,30.206977074563028,3.2695883747249725
44,31.125700502998416,3.360754673468893
45,32.05665680406975,3.451737672285425
46,33.09283210643104,3.5500441528685913
47,34.05839290604065,3.643132379844671
48,35.13881392543681,3.750349402323928
49,36.13790218860139,3.851432719863956
50,37.144497345278786,3.950486416231633
51,38.26369469761515,4.057382241856588
52,39.28813245148777,4.155336867348259
53,40.42037008499773,4.266016419881298
54,41.45005110909873,4.3688992617995135
55,42.47873942027918,4.47054598931135
56,43.609078819179324,4.578386875827338
57,44.63457089816942,4.670328703001682
58,45.77028854169464,4.7705703204136025
59,46.81165970949518,4.861580941764109
60,47.84679408801559,4.9529424294659945
61,48.98285766481281,5.054175375097447
62,50.00687666624666,5.136778104106647
63,51.032242886486415,5.220937052845105
64,52.15991526999181,5.313700938035923
65,53.187845316247014,5.407091110501122
66,54.32103374516557,5.51723435735455
67,55.35356229854683,5.617139675963175
68,56.38760328937179,5.706806166627029
69,57.52701086860376,5.793007763781608
70,58.564465548407064,5.8744188796453605
71,59.60048997930865,5.952961212586377
72,60.74276011457265,6.045326823126553
73,61.78271891836068,6.135724904080773
74,62.930622608003056,6.240556555171564
75,63.97558334794847,6.333792402821862
76,65.02452171181108,6.426478736150684
77,66.1822286487462,6.529799155986284
78,67.23908120052299,6.6254910757628664
79,68.40562455064467,6.730870994040119
80,69.4707728890204,6.828652966635849
81,70.53984569746194,6.929013484638691
82,71.71874043831062,7.04412792337255
83,72.79462146928871,7.147051575971112
84,73.8793119591508,7.255605503799405
85,75.0785813085205,7.372367152099414
86,76.17512500049189,7.483697724240651
87,77.38304671859724,7.606333530321499
88,78.48516494554372,7.719983008845357
89,79.59193969168057,7.829451345395703
90,80.81379818003184,7.951582892356725
91,81.93025378936699,8.063324344327352
92,83.05112583558378,8.175538626367524
93,84.28988215577311,8.307847026183728
94,85.41722511385488,8.419542031359903
95,86.66157957998271,8.542297957192773
96,87.79962177106304,8.653763583726725
97,88.9459472814467,8.764481240808239
98,90.21067637524456,8.887007403394975
99,91.36429587890767,9.002073357468536
100,92.52212948504238,9.123303627644907
101,93.80070075063034,9.263574985637392
102,94.96660921473298,9.38947396738714
103,96.25440199028681,9.528005322793458
104,97.43053492491774,9.654163260251929
105,98.60860990221208,9.77659788093536
106,99.9086818013002,9.905149329957734
107,101.09409446488183,10.02498954213238
108,102.28317282678603,10.148308566518308
109,103.59456316866674,10.290912703647123
110,104.78918283770452,10.421769190142088
111,105.98814719268877,10.547162841453352
112,107.31062908942975,10.68412061293752
113,108.51784148276329,10.810032679332783
114,109.84883239842848,10.950835257058804
115,111.06369510252759,11.079371446166252
116,112.28294565523625,11.210379361075725
117,113.627796443794,11.354400872099722
118,114.85326995556797,11.481441089975602
119,116.07974935667629,11.605749805483336
120,117.4325352908749,11.744155414154392
121,118.66208550898172,11.874216319416151
122,120.01424431191174,12.020723991224225
123,121.24157364554267,12.158581828338887
124,122.46646299846438,12.300101643691729
125,123.80837090020576,12.451781608173462
126,125.02295985094949,12.583489785800507
127,126.23265916689776,12.712146104068342
128,127.55805717912757,12.852961436386703
129,128.7563275121366,12.979420284081526
130,130.0664195997987,13.10903543727699
131,131.23598914884354,13.233083512582631
132,132.39435829787394,13.359099989436004
133,133.66631250079502,13.490836268195487
134,134.80887884728332,13.603196111256356
135,135.94398829161432,13.714457241991953
136,137.1781716751298,13.836992574996456
137,138.28980265617716,13.947948712702475
138,139.50054575687568,14.068973569434117
139,140.59460762480376,14.179685459194252
140,141.6828542773589,14.289527472991734
141,142.8797946547252,14.402006759220997
142,143.96303304758843,14.507362197339901
143,145.04190616785277,14.610565992200337
144,146.22360215406266,14.724341725575908
145,147.29465607058674,14.825836140164691
146,148.467894523482,14.9394283387695
147,149.53063634896716,15.038145236290887
148,150.58979129376303,15.136373598951169
149,151.7574506292483,15.241694620240484
150,152.81801248365454,15.338747460511113
